FID,MSOA21CD,MSOA21NM,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,mean_AI,Shape__Area,Shape__Length
109,E02000113,Brent 021,8.9635323357,0,18.3194660472,2,7545.94184519,9.20727914953,1483450.20685577,7545.94184519266
110,E02000114,Brent 022,16.6337630723,6.20185839166,24.3937715813,4,5270.34685384,15.7864920309,613353.561592102,5270.34685384139
111,E02000115,Brent 023,15.1509388032,5.61223969905,35.2585334408,4,6042.38237613,15.8248223644,848782.408813477,6042.38237612957
112,E02000116,Brent 024,9.11122104683,0,25.2135471653,3,6610.53485731,11.6730581676,1096324.73229218,6610.53485730619
113,E02000117,Brent 025,7.07390061239,0,20.4359498391,2,5439.92450713,8.49122481813,890006.91418457,5439.92450713098
114,E02000118,Brent 026,6.86251099244,0,28.9989824542,2,8204.59554663,7.90637848319,1233821.78400421,8204.59554663394
115,E02000119,Brent 027,8.59119177211,0,20.6169610024,2,9784.23700421,8.60415401317,2571337.90976715,9784.23700420584
116,E02000120,Brent 028,18.6642806096,12.9852271749,31.7312333996,4,3447.36405673,19.5838306234,506158.104049683,3447.36405672525
117,E02000121,Brent 029,12.776577786,0,23.5671565672,3,8570.45886799,12.0345894166,1395479.85461426,8570.45886798751
118,E02000122,Brent 030,9.81105161626,0,16.9616809967,2,6910.91957719,9.823729745,1202650.93928528,6910.91957718666
119,E02000123,Brent 031,18.8498770343,4.88564098618,27.5979069607,4,5827.14167432,17.4912630877,1034985.45219421,5827.1416743199
120,E02000124,Brent 032,16.5183266132,2.32744360711,28.2912251868,4,6777.66731503,16.1641751689,1096469.94595337,6777.66731502749
121,E02000125,Brent 033,12.6530865357,2.24706097642,21.1009400852,3,5604.86854879,11.5896525475,765812.256484985,5604.86854879364
122,E02000126,Brent 034,21.0066528276,16.9870406557,30.0835821472,5,3284.23699269,21.5403760319,437832.852752686,3284.23699268585
123,E02000127,Bromley 001,5.20267456296,0,10.7848090145,1b,8859.79078422,4.59412800051,2225360.45169067,8859.79078421686
124,E02000128,Bromley 002,3.14279717692,0,10.8030084892,1b,10552.2762827,3.33930550074,2537041.95307159,10552.2762826739
125,E02000130,Bromley 004,7.86353781374,1.66694911356,19.5509696499,2,8113.67706436,8.57922934515,1486243.97473907,8113.67706436375
126,E02000131,Bromley 005,12.6893766466,2.62584077841,30.9080948369,3,6099.0969671,14.1081671047,1766584.81284332,6099.09696709624
127,E02000132,Bromley 006,8.6251605228,1.5726505334,20.0573759437,2,8950.96994418,8.98567106514,1737295.08135986,8950.96994418207
128,E02000133,Bromley 007,4.03032413145,0,12.7467004301,1b,18169.4498803,4.00127748445,5976795.86194611,18169.4498803313
129,E02000134,Bromley 008,8.93113490865,0,35.0101825593,3,10665.3009315,11.9000758526,1934993.79987335,10665.3009315283
130,E02000135,Bromley 009,12.3669200051,0,17.677735274,3,6778.54828681,12.0367078042,1156966.73462677,6778.5482868123
131,E02000136,Bromley 010,3.3667499179,0,10.1572170699,1b,11967.9264889,3.07098165646,4558928.36868286,11967.9264889355
132,E02000137,Bromley 011,5.70313547047,1.58344110247,12.2596166574,2,11072.0576711,6.47357094212,1861237.91510773,11072.0576711425
133,E02000138,Bromley 012,5.2223746804,0,18.8988324984,2,12905.7727129,6.63412404344,2084769.5164566,12905.7727128726
134,E02000139,Bromley 013,11.46677372,1.72926750744,20.5564709028,3,9908.66116963,10.8091101661,1536175.44141388,9908.66116962532
135,E02000140,Bromley 014,5.57512153634,1.65753479161,14.7852395031,2,9223.00752889,6.21690600045,1887041.5741272,9223.007528889
136,E02000141,Bromley 015,10.835747092,3.85322961752,17.7125146213,3,5806.67996155,10.6781230745,933066.216011047,5806.679961551
137,E02000142,Bromley 016,4.75768078796,0,27.5764928918,2,11062.491964,6.57686053635,1779640.09011841,11062.4919640273
138,E02000144,Bromley 018,18.4626657636,2.18755049852,35.6148485759,4,12457.2533787,17.7027241358,1984988.87452698,12457.2533786733
139,E02000145,Bromley 019,0,0,14.7573562179,1a,18105.2156073,1.07803997114,11280453.7748489,18105.2156073163
140,E02000146,Bromley 020,7.33781852194,0,20.6147450227,2,9290.05899775,7.17526348412,1803654.80413055,9290.05899775166
141,E02000147,Bromley 021,3.63754938537,0,15.6859216384,1b,9644.58437096,3.77568019569,2250489.89360046,9644.58437096114
142,E02000148,Bromley 022,3.73624350818,0,13.5352275126,1b,16880.1983535,4.74231105096,2806801.20407867,16880.1983534877
143,E02000149,Bromley 023,7.75728347947,0,14.8582996589,2,10628.666895,7.47634447654,1878966.08850861,10628.6668950364
144,E02000150,Bromley 024,4.62065185962,0,9.55754663417,1b,12157.6704505,4.33874771737,3076756.23227692,12157.6704505058
145,E02000151,Bromley 025,4.88877544581,0,12.4748731153,2,11884.9393571,5.94294069168,2101616.90518951,11884.9393570561
146,E02000152,Bromley 026,3.79080505965,0,10.3517810221,1b,11611.0415385,3.99496366152,2572930.70370483,11611.04153848
147,E02000153,Bromley 027,4.23478833372,0,10.5616616952,1b,10301.0185008,4.58426472082,2247866.46748352,10301.0185008132
148,E02000154,Bromley 028,12.2160690922,0,29.5643073421,3,11613.4390335,12.2133370364,2086007.5663681,11613.4390334606
149,E02000155,Bromley 029,4.27577184372,0,26.7781189703,2,10813.0244439,6.36751355094,1817975.37516022,10813.0244438761
150,E02000156,Bromley 030,3.66324635347,0,9.51052063508,1b,10627.8481235,3.65447271387,3843173.19335175,10627.8481235169
151,E02000157,Bromley 031,4.95618265588,0,28.7948361349,2,9228.93206699,6.92611130354,2447699.04919434,9228.93206699073
152,E02000158,Bromley 032,2.87386437271,0,23.8872447463,1b,10305.5251203,3.73734804064,2159965.71960449,10305.5251203185
153,E02000159,Bromley 033,3.81969252762,0,12.9199847364,1b,16597.4834807,3.95529309298,5886316.98234558,16597.4834807279
154,E02000160,Bromley 034,1.49094416805,0,10.9801872405,1a,15428.8390486,1.90644774084,8459552.11560822,15428.839048618
155,E02000161,Bromley 035,4.55068092528,0,22.2163631327,2,10472.0343141,5.01831470553,1718787.10978699,10472.0343141026
156,E02000162,Bromley 036,0.553251044714,0,10.783570853,1a,20044.1512742,0.917308347179,12760531.711319,20044.1512742382
157,E02000163,Bromley 037,0.70492087655,0,7.9077252643,1a,23510.0288195,1.11962876921,11306837.060051,23510.028819455
158,E02000165,Bromley 039,0,0,6.23682375184,1a,13316.2434352,1.47391898379,5661892.43561554,13316.2434352188
159,E02000166,Camden 001,3.9001854728,0,24.4117332522,2,8728.75169447,5.80226448064,3023989.6583786,8728.75169446662
160,E02000167,Camden 002,8.11329286388,0,21.1103636374,2,7558.35205883,7.81269918367,2081419.81334686,7558.35205883216
161,E02000168,Camden 003,21.0676554619,6.71302441428,28.6511456486,5,6355.63381746,20.964730038,680579.487319946,6355.63381746311
162,E02000169,Camden 004,9.84999843707,0,38.4542172699,3,5011.77848833,11.8353256938,1122402.05590057,5011.77848832582
163,E02000170,Camden 005,10.3605659024,2.68286477977,26.220326332,3,5486.89055612,12.5479503865,771360.354621887,5486.89055611519
164,E02000171,Camden 006,15.6787371183,8.00305233698,20.6741123625,3,4995.87683487,14.8335485293,521550.268989563,4995.87683486577
165,E02000172,Camden 007,20.0549661291,6.60162474955,38.9695651687,4,5561.79812472,19.5714046097,668785.210479736,5561.79812472265
166,E02000173,Camden 008,25.4946219521,13.2474848479,40.2584940432,6a,6067.52081402,25.6277060848,778713.796684265,6067.5208140247
167,E02000174,Camden 009,20.3494710199,10.2749890075,35.8718625471,5,5873.59897265,21.4819766332,545835.202041626,5873.59897264891
168,E02000175,Camden 010,27.7003373208,17.3732205426,43.7633687956,6a,4969.36388923,29.2902138997,691271.555175781,4969.36388923021
169,E02000176,Camden 011,17.5126557022,11.4148123382,32.3579075244,4,3641.82238571,19.8191698774,397567.966064453,3641.8223857147
170,E02000177,Camden 012,19.8358675308,11.0600302144,33.1200078551,5,3830.57154479,20.6113173735,523928.736618042,3830.57154479017
171,E02000178,Camden 013,25.6145495904,13.9823766795,31.0019588805,5,5848.82801783,24.1308142326,561775.875480652,5848.82801782693
172,E02000179,Camden 014,14.250639029,9.68821320379,32.5927719197,4,3845.40286831,15.4444401908,382868.240951538,3845.40286830783
173,E02000180,Camden 015,10.1461890072,4.84956237286,36.7010428954,3,4042.0995697,14.9622965431,485521.183486938,4042.09956970453
174,E02000181,Camden 016,30.8744466271,14.4337758831,41.3516235088,6a,4409.93399445,30.2957561065,540597.160629272,4409.93399444753
175,E02000182,Camden 017,18.2391194076,2.06382789151,46.0832357012,4,5690.87730384,19.9921923643,797863.125366211,5690.87730383959
176,E02000183,Camden 018,13.8959134019,2.63234534876,36.6564237162,4,5510.75532119,17.2483881671,771957.647453308,5510.75532119015
177,E02000184,Camden 019,36.6184994452,2.1233746131,60.1030767769,6a,6203.10742118,33.9606598546,664694.76625824,6203.10742118206
178,E02000185,Camden 020,22.0683421191,11.9241498069,35.7980794153,5,3692.60579224,23.0526236216,472379.817718506,3692.60579223985
179,E02000186,Camden 021,29.4703643637,0,74.4770001522,6a,9095.08436759,28.2776617516,1003365.67906189,9095.08436758669
180,E02000187,Camden 022,58.4104233728,2.5126781262,108.363017705,6b,6036.25718664,56.3268437036,968220.551513672,6036.25718664445
181,E02000188,Camden 023,41.6584175024,16.6300607002,93.3977795348,6b,4171.78242779,45.6361823759,507610.495063782,4171.78242779171
182,E02000191,Camden 026,58.4339105266,45.8766010389,88.2371232875,6b,5848.96437112,60.8739488345,641967.562309265,5848.96437112189
183,E02000192,Camden 027,55.3832819872,25.9890247211,73.2722137023,6b,4109.40063556,53.0719906697,431828.438827515,4109.40063556494
184,E02000193,Camden 028,65.2271944623,33.9831212841,90.1588581409,6b,7894.51512501,62.3047528038,1089647.85754395,7894.51512500813
185,E02000194,Croydon 001,9.23813111452,3.15978297733,29.9030718092,2,7917.28173122,9.86061410865,1391864.14713287,7917.28173122314
186,E02000195,Croydon 002,5.66569138408,0,11.9144988114,2,8909.95425269,5.67248238351,1936940.00600433,8909.95425268684
187,E02000196,Croydon 003,6.49758254178,2.04085640752,15.7799897816,2,7697.85131383,6.80194755603,1225951.05053711,7697.85131382522
188,E02000197,Croydon 004,6.51711339566,0,16.0711110367,2,6427.82056904,6.34512412706,992740.846115112,6427.82056904463
189,E02000198,Croydon 005,8.03120937461,2.89520571561,14.4963792667,2,6359.96820251,8.11792767892,892121.478057861,6359.96820250549
190,E02000199,Croydon 006,6.54395274728,0,16.0953816209,2,4927.21290697,7.24836822036,862935.78125,4927.21290696552
191,E02000200,Croydon 007,10.0460500436,2.07261976859,20.8213572243,3,6755.55630715,10.6640977115,1247453.74059296,6755.55630714999
192,E02000201,Croydon 008,12.0903964738,2.09244233816,19.4563424048,3,7080.31701815,11.1819332951,858845.362731934,7080.31701814675
193,E02000202,Croydon 009,6.78754948156,3.00263233299,14.4053943539,2,4721.25669583,7.54898951598,735000.263908386,4721.25669582537
194,E02000203,Croydon 010,11.9763794157,2.48850075031,18.0627512987,3,7645.99626628,11.3344148535,773820.652450562,7645.99626628105
195,E02000204,Croydon 011,6.94043119414,0,15.369594948,2,6676.09094555,7.27613198103,1086710.11010742,6676.09094554658
196,E02000206,Croydon 013,9.56405530634,0,18.5800636845,2,7066.32898071,9.05565189986,1460964.30478668,7066.32898070822
197,E02000207,Croydon 014,8.10325112461,0,17.6189188552,2,9594.09161976,8.05832346206,1241093.98617554,9594.09161976084
198,E02000208,Croydon 015,10.0950041641,2.43198166813,23.0227180632,2,7434.31931136,9.74562834701,875694.073814392,7434.31931136119
199,E02000209,Croydon 016,7.18714694661,0,12.2237200022,2,7250.29953518,7.0721239827,1002772.13198853,7250.29953518224
200,E02000210,Croydon 017,6.71306529864,2.48034550307,16.9242374096,2,4828.83040408,7.08519483785,774819.122688293,4828.83040407773
201,E02000211,Croydon 018,2.14354766304,0,10.5015226722,1b,7430.29151447,3.0495552793,1678323.82372284,7430.2915144707
202,E02000212,Croydon 019,8.53455017922,0,23.5953246754,2,7144.89749788,9.3560493933,1241332.68383026,7144.89749787649
203,E02000213,Croydon 020,26.6771452408,7.01670997874,66.6668448074,6a,8004.81036547,31.2143146567,1030643.63241577,8004.81036547015
204,E02000214,Croydon 021,10.0535357608,0,15.0199183052,2,5997.74818211,9.41850097342,1030865.25279999,5997.74818210816
205,E02000215,Croydon 022,16.326888097,5.53635411496,51.4309721371,5,5147.4241844,20.3598044732,986341.848060608,5147.42418439677
206,E02000216,Croydon 023,6.43261925932,0,41.203525734,2,6613.46340201,9.16985986637,2186703.98487091,6613.4634020137
207,E02000217,Croydon 024,16.4429174225,4.8450480102,61.0949146214,5,7700.89055676,20.4929726355,1431422.0290451,7700.89055675731
208,E02000218,Croydon 025,4.22521381287,1.90304964516,8.00662923262,1b,6897.20863421,4.42589129705,1138167.27615356,6897.208634213
209,E02000219,Croydon 026,4.38405318508,0,15.1600693041,1b,16140.2013132,4.46763492933,5709116.90966797,16140.2013131536
210,E02000221,Croydon 028,4.58658034778,0,18.1090935998,2,10511.7277338,6.00231569068,2805529.52016449,10511.7277337533
211,E02000222,Croydon 029,6.14421767048,0,23.4637457736,2,8898.96828193,7.15640348721,1861290.89214325,8898.96828192661
212,E02000223,Croydon 030,7.24360987568,0,11.9876400519,2,6600.44765831,7.18747649045,962045.249259949,6600.44765831419
213,E02000224,Croydon 031,8.37091430807,2.1095793707,14.6611651019,2,7914.23423236,8.01737536143,1280790.95485687,7914.23423235724
214,E02000225,Croydon 032,7.00045636471,0,12.8976680766,2,10902.7870925,6.55194745315,1631053.25248718,10902.7870925417
215,E02000226,Croydon 033,3.59213880075,0,8.47703585379,1b,9870.68152319,3.37067112048,3281272.87414551,9870.68152318847
216,E02000227,Croydon 034,3.25100714676,0,18.0925771413,1b,17098.3639977,3.9519094493,4599827.72421265,17098.3639976543
217,E02000228,Croydon 035,2.58561445821,0,6.38450396381,1b,11835.9477759,2.70622151469,3129819.45938873,11835.9477758856
218,E02000229,Croydon 036,5.18675587115,0,12.5198869641,2,7173.05305158,5.39541952119,1320061.49748993,7173.05305158053
219,E02000230,Croydon 037,6.47484434432,0,21.3940086327,2,14358.4345172,7.59431674905,2614690.94477081,14358.4345172493
220,E02000231,Croydon 038,2.67664238633,0,21.0455649425,1b,10673.7731123,4.03248775799,3362705.75470734,10673.773112287
221,E02000232,Croydon 039,1.92263560871,0,7.44729666751,1a,13203.3879396,1.58195888569,4371246.41481018,13203.3879395967
222,E02000233,Croydon 040,2.38325532379,0,9.62443303641,1b,10431.3218965,3.01555558702,1586636.3710556,10431.3218964723
223,E02000234,Croydon 041,4.64487934848,0,13.7797483148,2,12555.4796517,5.60088497652,3110482.55784607,12555.4796517339
224,E02000235,Croydon 042,0,0,7.46119000973,1a,16511.9446261,1.34389188168,5395642.50178528,16511.9446260557
225,E02000236,Croydon 043,2.20255424302,0,12.0414000665,1b,12669.7720212,2.80156558392,3574635.26068878,12669.7720211703
226,E02000237,Croydon 044,2.72423632788,0,8.64155951902,1b,11963.7587399,2.58879444602,4949429.68235016,11963.7587399112
227,E02000238,Ealing 001,5.54749956978,1.25096303984,13.3618660816,2,6458.12682796,5.99136752971,1524351.17312622,6458.12682796038
228,E02000239,Ealing 002,3.58386700634,0,19.3953422403,2,7069.22207807,5.15358871697,2354983.27789307,7069.22207806657
229,E02000240,Ealing 003,6.98423694357,0,16.7196203144,2,9779.53975697,6.8729111329,1727479.77790833,9779.53975696907
230,E02000241,Ealing 004,10.2507956365,0,19.397213748,2,7639.13498494,9.58852683184,1304730.14008331,7639.13498493743
231,E02000242,Ealing 005,2.70936401837,0,13.0872049385,1b,5206.49533252,4.09308718144,888476.621261597,5206.49533251575
232,E02000243,Ealing 006,7.72672566914,0,15.3738555953,2,11947.2939794,7.26835979146,2846130.47626495,11947.2939794378
233,E02000244,Ealing 007,6.90954431871,0,10.9090716073,2,9663.76043189,6.08426025947,1796473.49891663,9663.76043188803
234,E02000245,Ealing 008,6.64992457436,0,13.6375461597,2,10478.7027153,5.72895974937,1655142.52845001,10478.7027152525
235,E02000246,Ealing 009,3.35925982132,0,13.8528010125,1b,7937.53319294,4.88877356026,2057180.5983429,7937.53319294308
236,E02000247,Ealing 010,7.54832673147,0,14.2385679488,2,8561.55077995,6.54835148639,1398092.86660004,8561.55077994946
237,E02000248,Ealing 011,11.9084841994,1.82684790711,20.213432311,3,9191.09722979,10.9529018746,1727021.64672852,9191.09722978795
238,E02000249,Ealing 012,7.57278830262,0,24.0144375793,2,9857.31167353,9.83222106344,1278752.93701935,9857.31167353075
239,E02000250,Ealing 013,5.48861501751,0,10.0614780518,2,6201.93578018,5.55818304925,997609.840126038,6201.93578018083
240,E02000251,Ealing 014,8.07245684255,0,19.4985275998,2,7324.94787117,7.57740108982,944982.560333252,7324.94787116706
241,E02000252,Ealing 015,12.1671238567,0,25.0182830895,3,10928.1793743,12.4492660323,3196396.71477509,10928.1793743361
242,E02000253,Ealing 016,8.0560191777,0,16.0378480929,2,8951.72752944,8.34446771812,1156397.97293091,8951.72752943956
243,E02000254,Ealing 017,5.16011353772,0,10.5733577536,2,5524.97567521,5.11626990795,1041105.83944702,5524.97567520879
244,E02000255,Ealing 018,8.04722750139,0,17.4463130993,2,8712.40051037,7.80802379828,1548421.81555939,8712.40051037211
245,E02000256,Ealing 019,10.5145083567,3.13816272678,32.5869824602,3,4932.92563133,14.3178035515,1096386.67660522,4932.92563133114
246,E02000258,Ealing 021,7.18255866882,0,18.1906490625,2,7683.73009309,7.99050767061,1032639.4036026,7683.73009308673
247,E02000259,Ealing 022,7.22121760371,0,17.8807794826,2,8677.04042157,6.4356128189,1277984.12908173,8677.04042156737
248,E02000260,Ealing 023,11.9375773373,3.22412828221,23.3815562766,3,6441.43927418,12.3136205208,1085999.05038452,6441.43927417671
249,E02000261,Ealing 024,13.1817874925,3.46030714401,25.1245466556,3,5999.11407085,13.3453533497,1304594.23625183,5999.11407085054
250,E02000262,Ealing 025,13.1633666178,2.16109689658,29.9925521166,3,6557.46252444,14.5726494972,707253.896995544,6557.46252443527
251,E02000263,Ealing 026,6.40538868227,0,22.8214575827,2,6417.597558,7.04178656414,1235384.73776245,6417.59755799737
252,E02000264,Ealing 027,14.2218930892,3.02903117712,26.294628856,3,8337.45694341,14.8294516571,1436737.53273773,8337.45694340987
253,E02000265,Ealing 028,12.2506980522,3.70207968065,27.9923976641,3,6499.66539126,12.5516341342,1013723.91108704,6499.66539125951
254,E02000266,Ealing 029,3.06972522738,0,17.8848564704,1b,15865.1510099,4.41065165648,3867943.18125916,15865.1510098946
255,E02000267,Ealing 030,10.3756806641,0,16.4944013595,2,4049.46636881,9.35973949023,753468.878601074,4049.46636881028
256,E02000268,Ealing 031,9.58276211609,0,26.2483589136,2,7586.94759325,9.70213306149,1325964.58622742,7586.94759325001
257,E02000269,Ealing 032,12.1747495671,3.3306070999,36.8223864602,3,7905.1275099,13.1360547168,885304.119644165,7905.12750989626
258,E02000270,Ealing 033,18.433672231,5.50238227616,29.5740847124,4,5723.48950142,18.2349334202,796456.360084534,5723.48950142077
259,E02000271,Ealing 034,10.657019804,4.22709437015,18.6001100188,3,6235.08709222,10.8967871645,747663.719245911,6235.08709222435
260,E02000272,Ealing 035,8.71248886439,0,13.6783530956,2,6128.89815371,7.0825917017,1198837.85005188,6128.8981537104
261,E02000275,Ealing 038,3.75689012007,0,17.0887549373,2,7853.20370398,5.6549654273,1172516.70994568,7853.20370397721
262,E02000276,Ealing 039,12.6721479183,2.2619368877,18.005439479,3,5409.80053896,12.1590540103,841253.897102356,5409.80053896481
263,E02000277,Enfield 001,6.8928994268,0,12.9639000208,2,5663.13430056,6.71179515413,1047018.34710693,5663.13430055819
264,E02000278,Enfield 002,5.30253645681,0,11.4486380268,2,7059.83785703,5.5325269193,1313941.195755,7059.83785703145
265,E02000279,Enfield 003,3.51611173708,0,8.37382282805,1b,8284.11591197,3.61772226149,2608036.7547226,8284.11591196802
266,E02000280,Enfield 004,0,0,9.91314131725,1a,25299.8079075,1.06387190563,15564802.7208862,25299.8079074824
267,E02000281,Enfield 005,3.24301188218,0,6.49737720724,1b,10671.6749711,2.64970753966,1897446.55784607,10671.674971141
268,E02000282,Enfield 006,6.36166017273,0,10.1001173718,2,9248.5323044,6.06226585893,1263185.51159668,9248.53230440453
269,E02000283,Enfield 007,5.33567775529,0,9.08213113861,2,6325.84489846,5.14154252921,1140607.60348511,6325.84489845878
270,E02000284,Enfield 008,7.85405058815,3.28232606051,22.9767879978,2,8740.88022046,9.97875034486,1282577.23841095,8740.88022046045
271,E02000285,Enfield 009,4.54949293541,1.20959655368,21.9769636248,2,6607.37418497,7.2679142563,985301.53968811,6607.37418497045
272,E02000286,Enfield 010,5.53314830409,0,22.0141263392,2,11999.9321223,6.56632462761,2051467.00700378,11999.9321223145
273,E02000287,Enfield 011,1.64883688488,0,15.9201594651,1b,18181.178714,2.52377256948,8867374.1227417,18181.1787139787
274,E02000288,Enfield 012,8.90947862612,0,17.9789698141,2,11766.9935159,9.32039896505,2116449.64421844,11766.9935158971
275,E02000289,Enfield 013,3.46022875247,0,14.9201148367,1b,13373.3295922,3.6351307427,3401228.78796387,13373.3295922481
276,E02000290,Enfield 014,2.02579130792,0,13.6131923923,1b,13333.7990219,2.54843178658,4883559.51108551,13333.7990219233
277,E02000291,Enfield 015,8.35784334701,4.47154318335,25.9299021892,3,9456.61389735,11.4721754215,1157077.6257019,9456.61389734948
278,E02000292,Enfield 016,6.23050905183,0,18.2732823581,2,15664.906763,7.43975788032,1878700.42446899,15664.9067629666
279,E02000293,Enfield 017,5.30899747559,0,22.3707470275,2,10249.6927897,5.53141470807,2159039.27353668,10249.6927897093
280,E02000294,Enfield 018,2.98209292232,0,11.5468573746,1b,9214.500844,3.70786088579,1956101.33379364,9214.5008439973
281,E02000295,Enfield 019,4.29460392042,0,18.6798297741,2,7874.824819,6.19327244887,1620359.35871887,7874.82481899524
282,E02000296,Enfield 020,11.3822844983,1.69852630153,25.5060736323,3,13016.6158266,11.0225893711,1802199.84724426,13016.6158265853
283,E02000297,Enfield 021,6.12550163924,2.86705159542,10.5752274387,2,8735.95611018,6.29513950821,1620173.00288391,8735.95611018458
284,E02000298,Enfield 022,5.79230698786,0,9.89973573617,1b,8832.9369958,4.85957799703,2000095.87152863,8832.93699579769
285,E02000299,Enfield 023,6.90375700923,2.97981068015,23.0898474447,2,6393.35557696,8.75476444893,877066.474990845,6393.35557696395
286,E02000300,Enfield 024,6.17753721743,0,23.5605612703,2,5703.08670732,7.75705260656,777303.634735107,5703.08670732086
287,E02000301,Enfield 025,2.18807345848,0,26.5137658792,1b,10505.2119103,3.33118386247,2734872.71162415,10505.2119102523
288,E02000302,Enfield 026,3.83202022577,0,8.62416111698,1b,8263.93722165,3.91642652574,1580185.48540497,8263.93722164555
289,E02000303,Enfield 027,7.68509811375,0,25.8313230599,3,7565.24478484,10.7025905198,1242327.52852631,7565.24478483614
290,E02000304,Enfield 028,7.46821021582,0,28.2639969293,2,10910.7452417,9.8485784009,1720545.67238617,10910.7452417367
291,E02000305,Enfield 029,6.43503216313,0,10.3874540358,2,6881.81456648,6.16806532521,960991.698348999,6881.81456647995
292,E02000306,Enfield 030,4.37419005719,0,29.4666182064,2,12140.2006299,7.66375834686,2088819.07871246,12140.2006299178
293,E02000307,Enfield 031,8.44421440186,3.21242689112,15.128405168,2,8580.30804041,7.92440379176,1105988.2490921,8580.30804041104
294,E02000308,Enfield 032,21.4391569678,2.94324274484,34.4780823518,4,6742.42546757,19.8313084076,1147380.35752106,6742.4254675662
295,E02000309,Enfield 033,6.85021617618,0,26.6834833542,2,9753.07020076,8.54384849928,1628937.37641907,9753.0702007608
296,E02000311,Enfield 035,7.30087139759,2.13865992352,16.7684743948,2,8601.52057476,7.99210346522,1417112.14199066,8601.52057475962
297,E02000312,Enfield 036,12.2847589983,5.75809554832,24.8545282237,3,10367.6270349,13.3713086758,1310198.24962616,10367.6270349089
298,E02000313,Greenwich 001,8.74936964062,0,13.1824235024,2,4536.0708149,7.3705254336,730554.600013733,4536.07081490196
299,E02000314,Greenwich 002,5.36552676022,0,24.5779028795,2,10745.9985107,5.80100012893,4080744.52194214,10745.9985107493
300,E02000315,Greenwich 003,11.3884523818,2.11601570505,28.5320729835,3,5381.23292387,12.31642536,1193075.59498596,5381.23292386853
301,E02000317,Greenwich 005,13.2723051447,7.44440091223,30.3460728431,3,5068.69933087,13.5696069817,652682.935035706,5068.69933087369
302,E02000318,Greenwich 006,9.54973279569,0,27.0900163726,3,5777.05999652,10.3968275809,1104995.08308411,5777.05999652438
303,E02000319,Greenwich 007,10.7516282838,2.52882654145,33.6761418507,3,7820.54204239,13.534209651,1081319.98246002,7820.54204238632
304,E02000320,Greenwich 008,5.41683316874,0,23.8196539921,2,5953.28419472,7.24102630097,1459858.91412354,5953.28419471692
305,E02000321,Greenwich 009,13.0975395962,5.23135486474,45.9916847052,4,4536.36353466,19.8533309163,622631.123596191,4536.36353465679
306,E02000323,Greenwich 011,11.3190730875,5.4503965395,52.7398569522,5,5806.52274978,20.4161549686,761525.900588989,5806.52274978405
307,E02000324,Greenwich 012,10.6478060185,0,17.5508541637,3,7735.11531539,10.5478712299,1303631.39191437,7735.11531538784
308,E02000326,Greenwich 014,13.0508850217,2.04168765861,18.6052163781,3,4989.14083579,12.8374821601,730246.722045898,4989.14083578822
309,E02000327,Greenwich 015,10.4464428463,0,37.978069602,3,7215.63489858,10.8879120162,1858869.20681763,7215.63489857792
310,E02000328,Greenwich 016,11.9877600653,4.78022316449,20.3773865372,3,6151.30165765,12.2743431814,876287.221694946,6151.30165764781
311,E02000329,Greenwich 017,4.23451686903,0,8.1560846516,1b,8515.97254824,4.05035500018,1762831.45270538,8515.97254823997
312,E02000331,Greenwich 019,7.8727380605,0,16.5336658411,2,6508.2848654,7.45371076719,992570.818222046,6508.28486539699
313,E02000332,Greenwich 020,4.53974966953,0,12.1413832438,1b,9140.08043286,4.44181076957,2016947.95166016,9140.08043285546
314,E02000333,Greenwich 021,9.3359019338,0,21.49192744,2,8533.17815008,9.12501239851,1261276.22496796,8533.17815007586
315,E02000334,Greenwich 022,4.23212133101,0,11.9701224416,1b,6265.00312695,4.8855004873,1385675.0837326,6265.00312694879
316,E02000335,Greenwich 023,4.05580409647,0,9.67833916843,1b,7207.48247775,4.19441237833,1294103.36376953,7207.48247775131
317,E02000337,Greenwich 025,9.52843583309,2.57627669246,22.1134401152,2,6472.22410762,9.86182943789,1397287.71083069,6472.2241076161
318,E02000339,Greenwich 027,12.2445109005,0,23.7488418335,3,6459.53100593,12.2394605391,1256297.48553467,6459.53100593295
319,E02000340,Greenwich 028,7.62443452985,0,22.9106154394,2,10056.8792761,8.80003476332,3262184.20535278,10056.8792760504
320,E02000341,Greenwich 029,3.6783115567,1.5737162862,19.4737326381,1b,7378.29649358,4.71419756606,1791563.85646057,7378.29649358326
321,E02000342,Greenwich 030,5.62272058711,0,13.4532382039,2,6050.87302909,6.03229863261,1364383.56941223,6050.87302908647
322,E02000343,Greenwich 031,7.52652378814,1.92326082209,11.5139672511,2,6931.75404123,6.99306969187,1256936.90532684,6931.75404122708
323,E02000344,Greenwich 032,6.23979359309,1.78114892957,14.5719544913,2,6452.23805028,7.30982271545,1291809.48577118,6452.23805028389
324,E02000345,Hackney 001,17.0465807361,0,24.0600167977,3,5214.98959661,14.0910275227,611925.879821777,5214.98959661266
325,E02000346,Hackney 002,23.7959147848,0,36.4210462234,5,4939.96342622,20.8735861445,582765.208625793,4939.96342621917
326,E02000347,Hackney 003,10.1203825397,0,20.6856427843,2,6205.83103769,8.99093810809,685808.657173157,6205.83103769069
327,E02000348,Hackney 004,14.6879404806,0,23.1333182716,3,6302.404993,12.9589351929,558637.444328308,6302.40499300133
